player,x,y
harrykane,0.6078384669220143,0.4820427834975038
trentarnold66,1.0,0.3290370718342031
sterling7,-0.0913619077471311,0.901330071516008
kylewalker2,-0.090513104265253,-0.12139029332967717
philfoden,0.35139924987765003,0.18801033484375754
reecejames,0.8670138195367102,-0.07783741235431835
jackgrealish,-0.43346998639598766,0.06611541629540692
ktrippier2,-0.7495958899209729,-0.3505150770889782
declanrice,0.054874411335584745,0.6118429869800968
madders,-0.23215621849961718,-0.8490763763802013
bukayosaka87,0.7023898290163685,-0.4671164771605871
masonmount,-0.26711760748502383,-0.4889347450258504
andyrobertson94,0.4987226916869302,-0.12934287165745217
johnstonesofficial,-0.7722234066362992,-0.04647671212092579
vardy7,-0.5856702765723679,-0.6373528401960648
aaronramsdale,0.34758600909282067,0.6419720034378817
benchilwell,0.21540006055417762,-0.36551878764551915
jpickford1,-0.10579837732206647,0.2956539673653894
jhenderson,0.4281008087683438,-0.7157997474216177
joegomez5,-0.8400239416779282,0.25667919532644845
kalvinphillips,0.09910297441040847,-0.738823288869168
marcusrashford,-0.3700988661487221,0.6811857748218894
awbissaka,-0.6343987385296395,0.5343150233317839
